category,question,answer
技術,経歴章で特に注目してほしい点は？,研究と実務を並行して続けてきた継続性です。
技術,経歴の中で技術的に大きな転機はありますか？,研究と並行して個人開発・実務開発を本格的に始めた時期が転機です。
技術,経歴章はどの章と一緒に見ると理解しやすいですか？,スキル章やプロジェクト章と合わせて見ると理解が深まります。
技術,経歴章は今後更新されますか？,新しいインターンや実務経験が増え次第、更新予定です。
技術,経歴章で扱っていない経験もありますか？,技術と直接関係しない内容は意図的に省いています。
技術,経歴章からキャリアの方向性は読み取れますか？,技術志向が強く、実装と設計の両方に関心があることが分かります。
技術,経歴章は採用担当にどう使ってほしいですか？,どんな環境で育ってきたかを理解する材料として使ってほしいです。
技術,経歴章で一番伝えたいことは何ですか？,環境が変わっても学び続け、技術を積み重ねてきたという点です。
技術,発表章は何を目的としたセクションですか？,研究や技術的な取り組みを外部に向けて発信した経験をまとめるためのセクションです。
技術,発表章にはどのような発表が掲載されていますか？,学会発表や研究会、研究室内での発表などが含まれています。
技術,発表章を見ると何が分かりますか？,技術的な内容を整理し、人に伝える経験を積んできたことが分かります。
技術,発表内容は研究寄りですか？,研究寄りの内容が中心ですが、計算・実装面の工夫も含まれています。
技術,発表章は経歴章とどう違いますか？,経歴章が事実の整理なのに対し、発表章はアウトプットの成果に焦点を当てています。
技術,どのようなテーマで発表していますか？,計算創薬や分子類似性、データ解析に関するテーマが中心です。
技術,発表章で強調しているポイントは何ですか？,技術的背景から結果までを一貫して説明できる点です。
技術,学会発表の経験はありますか？,はい。Tokyo Bioinformatics Meetingなどでの発表経験があります。
技術,発表資料はどのように作成していますか？,聞き手の前提知識を意識し、背景から丁寧に構成しています。
技術,発表を通じて得た学びは何ですか？,自分の理解が浅い部分は説明できないという気づきを得ました。
技術,発表章はどんな人に見てほしいですか？,研究職・開発職問わず、技術説明力を重視する人に見てほしいです。
技術,発表章の内容はプロジェクト章と関係していますか？,はい。研究発表の内容が個人開発やツール設計に活きています。
技術,研究室内発表も載せている理由は？,継続的にアウトプットしてきた姿勢を示すためです。
技術,発表章からどんなスキルが伝わりますか？,論理構成力と、専門的内容を整理する力が伝わります。
技術,発表経験は実務にどう活きますか？,設計レビューや技術共有の場で、説明力として活きています。
技術,発表章は今後も追加されますか？,新たな学会発表や研究成果が出次第、更新予定です。
技術,発表テーマの選び方にこだわりはありますか？,自分が本当に理解し、説明できるテーマを選ぶようにしています。
技術,発表章で扱っていない内容はありますか？,未成熟で外部に出せない内容はあえて載せていません。
技術,発表章はどの章と一緒に見ると良いですか？,研究・プロジェクト章と合わせて見ると全体像が分かります。
技術,発表章で一番伝えたいことは何ですか？,技術を「理解して終わり」ではなく「伝えるところまで」やってきた点です。
技術,研究関連のプロジェクト章では何を紹介していますか？,研究室開発の創薬支援ツールや、自身が関与・コントリビュートした研究向けソフトウェアを中心に紹介しています。
技術,FBDbv2とはどのようなプロジェクトですか？,研究室で開発されている化合物データベースで、大規模な化合物データを効率的に扱うことを目的としたDBシステムです。
技術,FBDbv2で担当した役割は何ですか？,中核構成の設計と実装を担当し、データ構造設計や安定したインターフェースの提供に取り組みました。
技術,FBDbv2で工夫した点は何ですか？,ログ設計と処理時間の可視化を行い、実測に基づいた性能ボトルネックの特定と改善を行った点です。
技術,FBDbv2で使っている技術スタックは？,"Python, RDKit, HDF5, Docker を中心に構成されています。"
技術,COFFEE-PRESCとはどのようなツールですか？,研究室開発のFBVS（Fragment-Based Virtual Screening）支援ツールで、前処理からスクリーニングを支援します。
技術,COFFEE-PRESCではどのような貢献をしましたか？,第二著者として、自身の研究成果に対応する前処理パイプラインの実装を担当しました。
技術,COFFEE-PRESCで意識した設計方針は？,研究用途でも再現性と再利用性を担保できるよう、処理単位を明確に分離する設計を意識しました。
技術,libcoffeeとは何を目的としたライブラリですか？,化合物をフラグメント単位で扱うためのFBVS支援ライブラリで、RDKitとOpenBabelの差分吸収を目的としています。
技術,libcoffeeで具体的に改善した点は？,Python + RDKit を用いたフラグメント処理や構造変換ロジックの改善に貢献しました。
技術,libcoffeeでのコントリビューションはどのように行いましたか？,GitHub上でのIssue対応やコード改善を通じて、研究用途に即した機能追加を行いました。
技術,select-repfragsとはどのようなツールですか？,FBVSのための代表フラグメントを選出するための研究用ツールです（非公開）。
技術,select-repfragsはなぜ非公開なのですか？,研究途中のアルゴリズムや評価手法を含んでおり、論文化を前提としているため非公開としています。
技術,select-repfragsで扱っている技術要素は？,"Python, RDKit, Docker を用いてフラグメント選択ロジックを実装しています。"
技術,研究系プロジェクトでDockerを使う理由は？,実行環境の差異を排除し、研究結果の再現性を高めるためです。
技術,研究プロジェクトでログを重視している理由は？,結果の再現性やボトルネック分析を可能にし、後から検証できる状態を保つためです。
技術,研究系プロジェクトで意識している設計思想は？,実験コードであっても、後から他人が読める・再利用できる構造にすることを意識しています。
技術,研究プロジェクトと実務開発の違いは何だと考えていますか？,研究では探索性と検証速度が重視され、実務では安定性と保守性がより強く求められる点が異なります。
技術,研究関連プロジェクトをポートフォリオに載せた理由は？,研究と実装を結びつけて考えられる点や、技術的な深掘り力を示せると考えたためです。
技術,研究プロジェクトを通して身についた強みは何ですか？,曖昧な課題を定義し、アルゴリズムと実装の両面から解決する力が身についたと感じています。
技術,プロジェクト章ではどのような内容を紹介していますか？,研究・個人制作物のセクションでは、研究成果や個人開発、OSSコントリビュートなど、技術的に主体的に取り組んだプロジェクトを紹介しています。
技術,研究系プロジェクトと個人開発プロジェクトの違いは何ですか？,研究系は研究室や学会発表に紐づく成果物、個人開発は課題設定から実装・公開までを個人で行ったプロダクトです。
技術,Adaptourとはどのようなプロジェクトですか？,位置情報に基づいて観光案内を音声で行うWebアプリで、学内ハッカソンで企画から実装・運用まで担当しました。
技術,Adaptourで担当した役割は何ですか？,提案者兼インフラ担当として、PoC作成から本番環境の構築、CI/CDや監視基盤の整備までを担当しました。
技術,Adaptourで工夫した点は何ですか？,Cloud RunやTerraformを用いて、短期間でも安定運用できるインフラ構成を実現した点です。
技術,RustySearchはどのような課題を解決するプロジェクトですか？,全文検索とベクトル検索を切り替え可能にすることで、用途に応じた柔軟な検索体験を提供する検索エンジンです。
技術,RustySearchの技術的な特徴は何ですか？,Rustによる高性能APIとPostgreSQL、Reactを組み合わせた構成で、検索性能と拡張性を両立しています。
技術,RustySearchで学んだことは何ですか？,検索アルゴリズムの設計だけでなく、API設計やDockerを用いたデプロイまで一貫して学びました。
技術,selfyGPTとはどのようなプロジェクトですか？,自己紹介用の質問応答システムで、独自に整備したQAデータをもとにRAG構成で回答を生成します。
技術,selfyGPTでRAGを採用した理由は何ですか？,自己紹介情報を構造化し、質問に対して根拠のある回答を返すためにRAG構成が適していたためです。
技術,selfyGPTのバックエンド構成を教えてください。,FastAPIとFAISSを用いたAPI構成で、OpenAI APIと連携しています。
